Name,Type,RA,Dec,Const,B-Mag,M
IC0413,G,05:21:58.78,+03:28:55.8,Ori,14.68,
IC0414,G,05:21:54.96,+03:20:31.3,Ori,14.88,
IC0415,G,05:21:21.63,-15:32:33.3,Lep,15.45,
IC0416,G,05:23:56.38,-17:15:37.5,Lep,13.90,
IC0417,HII,05:28:06.00,+34:25:26.2,Aur,,
IC0418,PN,05:27:28.19,-12:41:50.2,Lep,10.28,
IC0419,Other,05:30:52.02,+30:07:04.5,Aur,,
IC0420,Neb,05:32:09.50,-04:30:17.1,Ori,,
IC0421,G,05:32:08.58,-07:55:06.0,Ori,12.60,
IC0422,G,05:32:18.55,-17:13:25.9,Lep,,
IC0423,Neb,05:33:22.01,-00:36:52.2,Ori,,
IC0424,Neb,05:33:37.24,-00:24:47.3,Ori,,
IC0425,Other,05:37:09.92,+32:25:46.8,Aur,,
IC0426,Neb,05:36:31.38,-00:17:53.9,Ori,,
IC0427,Neb,05:36:18.02,-06:36:59.2,Ori,,
IC0428,Neb,05:36:24.21,-06:27:05.6,Ori,,
IC0429,Neb,05:38:18.86,-07:02:25.8,Ori,,
IC0430,Neb,05:38:35.97,-07:04:59.2,Ori,,
IC0431,RfN,05:40:14.03,-01:27:46.1,Ori,,
IC0432,RfN,05:40:55.98,-01:30:25.2,Ori,,
IC0433,G,05:40:31.35,-11:39:56.1,Lep,,
IC0434,HII,05:41:00.88,-02:27:13.6,Ori,11.00,
IC0435,RfN,05:43:00.57,-02:18:45.4,Ori,,
IC0436,Other,05:53:40.08,+38:37:29.2,Aur,,
IC0437,G,05:51:37.40,-12:33:53.9,Lep,15.25,
IC0438,G,05:53:00.08,-17:52:33.9,Lep,12.74,
IC0439,Other,05:56:39.51,+32:01:21.7,Aur,,
IC0440,G,06:19:13.31,+80:04:06.5,Cam,14.20,
IC0441,G,06:02:42.63,-12:29:56.9,Lep,14.40,
IC0442,G,06:36:11.89,+82:58:05.7,Cam,14.04,
IC0443,SNR,06:16:37.41,+22:31:54.0,Gem,12.00,
IC0444,RfN,06:18:34.00,+23:18:48.0,Gem,7.03,
IC0445,G,06:37:21.25,+67:51:35.5,Cam,14.28,
IC0446,Cl+N,06:31:06.18,+10:27:33.4,Mon,,
IC0447,HII,06:31:00.32,+09:53:50.8,Mon,7.70,
IC0448,HII,06:32:45.34,+07:23:19.1,Mon,,
IC0449,G,06:45:41.11,+71:20:37.8,Cam,13.65,
IC0450,G,06:52:12.25,+74:25:37.5,Cam,14.93,
IC0451,G,06:52:52.01,+74:28:50.6,Cam,14.83,
IC0452,Dup,06:48:39.11,-16:54:05.8,CMa,,
IC0453,*,06:49:11.45,-16:54:24.3,CMa,,
IC0454,G,06:51:06.30,+12:55:19.3,Gem,14.50,
IC0455,G,07:34:57.68,+85:32:13.9,Cep,14.27,
IC0456,G,07:00:17.54,-30:09:49.6,CMa,13.04,
IC0457,Dup,07:09:28.40,+50:09:09.1,Lyn,,
IC0458,G,07:10:34.15,+50:07:08.1,Lyn,14.38,
IC0459,G,07:10:38.69,+50:10:38.4,Lyn,15.76,
IC0460,G,07:10:44.27,+50:12:08.8,Lyn,15.34,
IC0461,G,07:10:45.04,+50:04:53.1,Lyn,15.67,
IC0462,*,07:10:55.81,+50:10:51.0,Lyn,,
IC0463,G,07:11:00.89,+50:07:03.7,Lyn,,
IC0464,G,07:11:04.75,+50:08:12.8,Lyn,14.74,
IC0465,Dup,07:11:33.65,+50:14:53.7,Lyn,,
IC0466,HII,07:08:38.80,-04:19:04.8,Mon,12.71,
IC0467,G,07:30:18.39,+79:52:21.1,Cam,13.19,
IC0468,Other,07:17:19.00,-13:13:07.3,CMa,,
IC0469,G,07:55:59.08,+85:09:32.1,Cep,13.48,
IC0470,**,07:23:31.50,+46:04:43.2,Lyn,13.89,
IC0471,G,07:43:36.45,+49:40:03.2,Lyn,14.22,
IC0472,G,07:43:50.34,+49:36:51.1,Lyn,14.33,
IC0473,Other,07:42:24.62,+09:15:19.0,CMi,,
IC0474,G,07:46:07.31,+26:30:18.4,Gem,14.91,
IC0475,G,07:47:09.23,+30:29:19.7,Gem,14.79,
IC0476,G,07:47:16.33,+26:57:03.5,Gem,15.45,
IC0477,G,07:52:06.93,+23:28:58.9,Gem,15.39,
IC0478,G,07:53:41.57,+26:29:33.7,Gem,15.29,
IC0479,G,07:54:22.22,+27:00:31.8,Gem,15.02,
IC0480,G,07:55:23.19,+26:44:36.0,Gem,15.04,
IC0481,G,07:59:02.86,+24:09:38.3,Gem,15.05,
IC0482,G,07:59:47.28,+25:21:25.1,Gem,14.98,
IC0483,**,07:59:52.38,+25:55:31.2,Gem,,
IC0484,G,08:00:01.06,+26:39:57.1,Gem,15.34,
IC0485,G,08:00:19.77,+26:42:05.2,Gem,15.33,
IC0486,G,08:00:20.98,+26:36:48.7,Gem,14.58,
IC0487,Dup,07:59:07.14,-00:38:16.5,Mon,,
IC0488,Other,08:00:49.51,+25:54:06.7,Cnc,,
IC0489,*,08:01:37.74,+25:59:47.0,Cnc,,
IC0490,G,08:03:20.12,+25:48:41.1,Cnc,15.66,
IC0491,G,08:03:55.00,+26:31:14.2,Cnc,15.30,
IC0492,G,08:05:38.66,+26:10:05.5,Cnc,14.40,
IC0493,G,08:07:27.59,+25:08:02.5,Cnc,14.76,
IC0494,G,08:06:24.12,+01:02:09.8,CMi,14.26,
IC0495,G,08:08:19.42,+09:00:50.0,Cnc,15.49,
IC0496,G,08:09:44.16,+25:52:53.8,Cnc,15.36,
IC0497,G,08:10:06.07,+24:55:19.5,Cnc,15.04,
IC0498,G,08:09:30.27,+05:16:50.5,CMi,14.57,
IC0499,G,08:45:17.30,+85:44:24.1,Cam,13.83,
IC0500,G,08:12:39.60,-16:03:02.9,Pup,,
IC0501,G,08:18:47.59,+24:32:14.7,Cnc,15.51,
IC0502,G,08:22:03.61,+08:45:09.4,Cnc,15.43,
IC0503,G,08:22:10.68,+03:16:05.0,Hya,14.10,
IC0504,G,08:22:41.20,+04:15:44.7,Hya,14.25,
IC0505,G,08:23:21.67,+04:22:20.9,Hya,14.57,
IC0506,G,08:23:30.73,+04:17:58.2,Hya,14.69,
IC0507,Dup,08:25:02.00,-00:35:29.0,Hya,,
IC0508,G,08:28:22.31,+25:07:29.0,Cnc,14.71,
IC0509,G,08:32:03.50,+24:00:39.3,Cnc,13.82,
IC0510,GPair,08:32:10.60,-02:09:44.0,Hya,,
IC0510 NED01,G,08:32:10.19,-02:09:43.6,Hya,,
IC0510 NED02,G,08:32:10.93,-02:09:44.6,Hya,15.09,
IC0511,G,08:40:50.45,+73:29:12.0,Cam,14.43,
IC0512,G,09:03:49.83,+85:30:06.1,Cam,13.11,
IC0513,G,08:33:05.06,-12:21:20.0,Hya,14.59,
IC0514,G,08:35:22.28,-02:02:49.4,Hya,15.29,
IC0515,G,08:35:31.29,-01:54:04.0,Hya,15.63,
IC0516,G,08:35:50.77,-01:52:16.4,Hya,15.88,
IC0517,G,08:36:22.10,-02:03:20.0,Hya,15.44,
IC0518,Other,08:36:06.95,+00:41:33.3,Hya,,
IC0519,G,08:40:34.41,+02:36:40.8,Hya,15.39,
IC0520,G,08:53:42.26,+73:29:27.4,Cam,12.67,
IC0521,G,08:46:43.96,+02:32:14.7,Hya,14.75,
IC0522,G,08:54:34.91,+57:10:00.2,UMa,13.87,
IC0523,G,08:53:11.32,+09:08:53.4,Cnc,14.99,
IC0524,G,08:58:12.83,-19:11:30.9,Hya,15.07,
IC0525,G,09:01:22.47,-01:51:14.3,Hya,15.02,
IC0526,G,09:02:40.78,+10:50:29.9,Cnc,14.93,
IC0527,G,09:09:41.78,+37:36:05.7,Lyn,14.72,
IC0528,G,09:09:22.55,+15:47:46.2,Cnc,15.01,
IC0529,G,09:18:32.80,+73:45:33.6,Cam,12.59,
IC0530,G,09:15:16.97,+11:53:08.5,Cnc,14.16,
IC0531,G,09:17:50.81,-00:16:42.5,Hya,14.79,
IC0532,Other,09:19:03.76,-16:45:17.8,Hya,,
IC0533,G,09:20:23.40,-03:59:31.3,Hya,15.72,
IC0534,G,09:21:15.45,+03:09:04.1,Hya,15.12,
IC0535,G,09:22:16.22,-01:02:25.2,Hya,15.84,
IC0536,G,09:24:40.10,+25:06:36.7,Leo,15.09,
IC0537,G,09:25:22.61,-12:23:30.4,Hya,14.15,
IC0538,Dup,09:27:18.51,+23:01:12.4,Leo,,
IC0539,G,09:29:08.24,-02:32:56.9,Hya,14.31,
IC0540,G,09:30:10.33,+07:54:09.9,Leo,14.69,
IC0541,Other,09:30:30.79,-04:15:13.2,Hya,,
IC0542,G,09:31:06.22,-13:10:52.9,Hya,15.02,
IC0543,Other,09:31:09.10,-14:46:21.0,Hya,,
IC0544,G,09:35:53.38,+24:53:41.5,Leo,15.44,
IC0545,G,09:36:05.36,+24:56:56.2,Leo,14.79,
IC0546,G,09:34:50.24,-16:23:03.9,Hya,14.83,
IC0547,Dup,09:36:05.79,-12:26:12.2,Hya,,
IC0548,G,09:38:19.30,+09:26:45.5,Leo,15.28,
IC0549,G,09:40:43.23,+03:57:35.1,Hya,15.00,
IC0550,G,09:40:28.58,-06:56:45.8,Hya,14.74,
IC0551,G,09:41:00.11,+06:56:09.9,Leo,14.56,
IC0552,G,09:41:16.57,+10:38:49.2,Leo,14.42,
IC0553,G,09:40:45.13,-05:26:07.3,Hya,14.45,
IC0554,G,09:41:56.89,+12:17:46.6,Leo,14.36,
IC0555,Dup,09:41:56.89,+12:17:46.6,Leo,,
IC0556,Dup,09:43:40.38,+11:03:39.1,Leo,,
IC0557,G,09:44:02.40,+10:59:17.2,Leo,14.66,
IC0558,G,09:45:00.35,+29:27:08.3,Leo,14.80,
IC0559,G,09:44:43.89,+09:36:54.0,Leo,14.82,
IC0560,G,09:45:53.44,-00:16:05.9,Sex,14.38,
IC0561,G,09:45:58.81,+03:08:42.7,Sex,15.13,
IC0562,G,09:46:03.90,-03:58:16.2,Sex,15.00,
IC0563,G,09:46:20.35,+03:02:44.1,Sex,14.81,
IC0564,G,09:46:21.08,+03:04:16.9,Sex,14.16,
IC0565,GPair,09:47:50.76,+15:51:09.2,Leo,,
IC0565 NED01,G,09:47:49.67,+15:51:07.3,Leo,16.74,
IC0565 NED02,G,09:47:50.53,+15:51:06.8,Leo,15.03,
IC0566,G,09:49:56.39,-00:13:52.9,Sex,15.32,
IC0567,*,09:50:33.78,+12:47:05.0,Leo,,
IC0568,G,09:51:08.33,+15:43:49.6,Leo,14.68,
IC0569,G,09:51:28.15,+10:55:12.2,Leo,15.33,
IC0570,G,09:51:50.98,+15:45:20.7,Leo,16.00,
IC0571,G,09:52:31.57,+15:46:31.6,Leo,15.29,
IC0572,G,09:52:32.81,+15:49:36.7,Leo,14.83,
IC0573,Dup,09:53:36.17,-12:28:55.6,Hya,,
IC0574,G,09:54:27.03,-06:57:12.2,Sex,14.79,
IC0575,G,09:54:32.93,-06:51:27.2,Sex,14.31,
IC0576,G,09:55:07.04,+11:02:22.4,Leo,15.46,
IC0577,G,09:56:03.97,+10:29:55.9,Leo,14.58,
IC0578,G,09:56:16.15,+10:29:09.9,Leo,14.71,
IC0579,G,09:56:39.42,-13:46:29.6,Hya,15.15,
IC0580,Dup,09:57:56.70,+10:25:56.8,Leo,,
IC0581,G,09:58:11.58,+15:56:49.1,Leo,14.95,
IC0582,G,09:59:00.23,+17:49:01.7,Leo,14.57,
IC0583,G,09:59:05.08,+17:49:17.2,Leo,15.16,
IC0584,G,09:59:05.13,+10:21:40.1,Leo,14.99,
IC0585,G,09:59:44.12,+12:59:18.9,Leo,14.82,
IC0586,G,09:59:50.30,-06:55:22.2,Sex,15.16,
IC0587,G,10:03:05.17,-02:24:00.1,Sex,14.31,
IC0588,G,10:02:07.04,+03:03:27.7,Sex,15.08,
IC0589,G,10:04:23.90,-05:40:44.1,Sex,15.34,
IC0590,GPair,10:05:50.23,+00:37:58.6,Sex,,
IC0590 NED01,G,10:05:49.83,+00:38:00.1,Sex,14.49,
IC0590 NED02,G,10:05:50.67,+00:37:54.5,Sex,14.84,
IC0591,G,10:07:27.69,+12:16:28.2,Leo,14.13,
IC0592,G,10:07:58.75,-02:29:50.1,Sex,14.22,
IC0593,G,10:08:18.01,-02:31:36.5,Sex,14.43,
IC0594,G,10:08:32.00,-00:40:00.7,Sex,14.80,
IC0595,G,10:09:38.12,+11:00:00.9,Leo,15.21,
IC0596,G,10:10:31.35,+10:02:32.6,Leo,15.09,
IC0597,G,10:10:11.96,-06:53:57.3,Sex,15.66,
IC0598,G,10:12:48.57,+43:08:43.9,UMa,13.72,
IC0599,G,10:13:12.51,-05:37:44.4,Sex,15.10,
IC0600,G,10:17:10.91,-03:29:52.0,Sex,13.70,
IC0601,G,10:18:15.29,+07:02:19.8,Leo,15.38,
IC0602,G,10:18:19.73,+07:02:57.5,Leo,13.58,
IC0603,G,10:19:25.05,-05:39:22.2,Sex,14.89,
IC0604,Dup,10:23:44.66,+57:01:36.7,UMa,,
IC0605,G,10:22:24.13,+01:11:53.7,Sex,14.63,
IC0606,Dup,10:23:32.62,+10:57:35.0,Leo,,
IC0607,G,10:24:08.58,+16:44:30.8,Leo,14.73,
IC0608,G,10:24:21.13,-06:02:21.5,Sex,14.77,
IC0609,G,10:25:35.43,-02:12:54.8,Sex,14.33,
IC0610,G,10:26:28.37,+20:13:41.5,Leo,14.59,
IC0611,Dup,10:26:28.37,+20:13:41.5,Leo,,
IC0612,G,10:27:05.86,+11:03:17.6,Leo,15.36,
IC0613,G,10:27:07.79,+11:00:38.6,Leo,15.02,
IC0614,G,10:26:51.85,-03:27:53.1,Sex,15.02,
IC0615,G,10:27:21.98,+11:04:47.9,Leo,15.34,
IC0616,G,10:32:47.56,+15:51:39.0,Leo,14.56,
IC0617,Dup,10:32:43.81,-12:38:14.3,Hya,,
IC0618,Dup,10:32:45.40,-12:43:02.7,Hya,,
IC0619,G,10:33:49.98,+12:52:42.1,Leo,14.77,
IC0620,G,10:33:33.43,+11:52:17.0,Leo,15.28,
IC0621,G,10:33:21.04,+02:36:58.1,Sex,15.16,
IC0622,Dup,10:34:42.80,+11:11:50.4,Leo,,
IC0623,G,10:35:21.01,+03:33:30.2,Sex,14.95,
IC0624,G,10:36:15.18,-08:20:02.2,Sex,14.27,
IC0625,G,10:42:38.05,-23:56:08.2,Hya,13.79,
IC0626,G,10:36:57.10,-07:01:25.9,Sex,15.19,
IC0627,G,10:37:19.89,-03:21:28.1,Sex,14.61,
IC0628,G,10:37:36.19,+05:36:13.3,Sex,14.77,
IC0629,Dup,10:37:02.52,-27:33:54.2,Hya,,
IC0630,G,10:38:33.61,-07:10:13.9,Sex,12.98,
IC0631,G,10:38:58.90,-07:03:08.6,Sex,16.19,
IC0632,G,10:39:11.79,-00:24:34.1,Sex,14.82,
IC0633,G,10:39:24.38,-00:23:21.5,Sex,14.83,
IC0634,G,10:40:54.89,+05:59:30.6,Sex,15.05,
IC0635,G,10:41:45.30,+15:38:36.0,Leo,15.09,
IC0636,G,10:41:50.59,+04:19:50.8,Sex,14.88,
IC0637,G,10:42:21.92,+15:21:34.6,Leo,15.32,
IC0638,G,10:43:47.98,+15:53:42.5,Leo,15.51,
IC0639,G,10:45:52.02,+16:55:49.6,Leo,14.85,
IC0640,Other,10:46:50.45,+34:46:03.5,LMi,,
IC0641,Other,10:47:49.41,+34:40:22.2,LMi,,
IC0642,G,10:48:08.13,+18:11:19.3,Leo,13.89,
IC0643,G,10:49:27.18,+12:12:03.6,Leo,15.07,
IC0644,Dup,10:51:31.43,+55:23:27.5,UMa,,
IC0645,G,10:50:09.35,-06:02:34.4,Sex,15.43,
IC0646,G,10:51:35.18,+55:27:57.0,UMa,15.39,
IC0647,G,10:50:34.49,-12:51:17.3,Hya,15.79,
IC0648,G,10:51:00.32,+12:17:14.6,Leo,14.88,
IC0649,GPair,10:50:52.20,+01:09:50.0,Sex,,
IC0649 NED01,G,10:50:52.09,+01:09:55.2,Sex,15.70,
IC0649 NED02,G,10:50:52.20,+01:09:42.0,Sex,14.90,
IC0650,G,10:50:40.55,-13:26:31.4,Hya,14.90,
IC0651,G,10:50:58.41,-02:09:01.3,Sex,13.09,
IC0652,Dup,10:50:57.63,-12:26:54.7,Hya,,
IC0653,G,10:52:06.78,-00:33:38.8,Leo,14.12,
IC0654,G,10:53:50.39,-11:43:32.1,Crt,15.14,
IC0655,G,10:54:22.24,-00:21:53.9,Leo,15.31,
IC0656,Other,10:55:08.14,+17:36:46.4,Leo,,
IC0657,G,10:57:53.57,-04:54:17.8,Leo,15.29,
IC0658,G,10:58:16.26,+08:14:30.0,Leo,14.63,
IC0659,G,10:58:03.86,-06:15:37.9,Leo,15.43,
IC0660,G,10:58:26.66,+01:22:58.5,Leo,15.51,
IC0661,G,10:58:51.50,+01:39:02.3,Leo,15.35,
IC0662,G,10:59:20.55,+01:35:55.8,Leo,15.57,
IC0663,G,11:00:37.27,+10:26:13.9,Leo,15.42,
IC0664,G,11:00:45.35,+10:33:11.0,Leo,14.68,
IC0665,G,11:00:29.93,-13:52:00.5,Crt,15.18,
IC0666,G,11:01:14.81,+10:28:52.0,Leo,15.23,
IC0667,G,11:06:36.55,+15:05:19.4,Leo,15.63,
IC0668,G,11:06:39.56,+15:02:27.3,Leo,15.37,
IC0669,G,11:07:16.57,+06:18:08.9,Leo,14.28,
IC0670,G,11:07:28.81,+06:42:51.3,Leo,14.55,
IC0671,G,11:07:31.60,+00:46:59.2,Leo,14.62,
IC0672,G,11:08:03.23,-12:29:03.0,Crt,,
IC0673,G,11:09:25.31,-00:05:51.8,Leo,14.65,
IC0674,G,11:11:06.36,+43:37:58.8,UMa,14.36,
IC0675,**,11:10:57.36,+03:35:39.2,Leo,,
IC0676,G,11:12:39.82,+09:03:21.0,Leo,13.41,
IC0677,G,11:13:56.50,+12:18:03.9,Leo,13.67,
IC0678,G,11:14:06.38,+06:34:37.9,Leo,15.38,
IC0679,G,11:16:36.61,-13:58:19.5,Crt,15.39,
IC0680,G,11:17:54.70,-01:56:47.2,Leo,14.59,
IC0681,G,11:18:31.93,-12:08:24.8,Crt,14.79,
IC0682,Dup,11:22:14.74,+20:12:30.7,Leo,,
IC0683,G,11:21:31.78,+02:45:06.5,Leo,15.50,
IC0684,Dup,11:21:32.87,+02:48:37.6,Leo,,
IC0685,G,11:22:06.52,+17:45:12.3,Leo,16.33,
IC0686,G,11:23:05.27,+05:38:40.8,Leo,15.55,
IC0687,G,11:24:17.33,+47:50:51.1,UMa,14.87,
IC0688,G,11:23:40.24,-09:47:44.0,Crt,15.01,
IC0689,Dup,11:23:38.43,-13:49:52.0,Crt,,
IC0690,G,11:24:20.61,-08:20:31.1,Crt,15.26,
IC0691,G,11:26:44.32,+59:09:19.5,UMa,14.46,
IC0692,G,11:25:53.47,+09:59:15.0,Leo,14.22,
IC0693,G,11:26:48.62,-05:00:14.4,Leo,14.65,
IC0694,G,11:28:27.30,+58:34:42.5,UMa,18.20,
IC0695,G,11:27:58.29,-11:42:55.2,Crt,15.29,
IC0696,G,11:28:39.92,+09:05:55.3,Leo,14.50,
IC0697,G,11:28:34.45,-01:37:46.5,Leo,15.43,
IC0698,G,11:29:03.84,+09:06:43.4,Leo,14.43,
IC0699,G,11:29:06.49,+08:59:18.9,Leo,14.53,
IC0700,GGroup,11:29:15.48,+20:35:05.7,Leo,,
IC0700 NED01,G,11:29:14.16,+20:34:52.0,Leo,16.31,
IC0700 NED02,G,11:29:15.30,+20:34:59.4,Leo,14.09,
IC0700 NED03,G,11:29:16.36,+20:35:11.7,Leo,17.23,
IC0700 NED04,G,11:29:16.70,+20:35:16.3,Leo,18.73,
IC0701,G,11:31:00.68,+20:28:08.2,Leo,15.08,
IC0702,G,11:30:54.71,-04:55:19.2,Leo,15.57,
IC0703,Dup,11:30:04.65,-11:32:46.8,Crt,,
IC0704,Dup,11:30:11.56,-11:32:36.6,Crt,,
IC0705,G,11:32:56.35,+50:14:30.7,UMa,15.05,
IC0706,G,11:33:12.62,-13:20:17.0,Crt,14.98,
IC0707,G,11:33:44.64,+21:22:48.2,Leo,14.31,
IC0708,G,11:33:59.22,+49:03:43.4,UMa,14.13,
IC0709,G,11:34:14.54,+49:02:35.4,UMa,14.96,
IC0710,G,11:34:27.41,+25:52:35.3,Leo,15.65,
IC0711,G,11:34:46.56,+48:57:22.0,UMa,15.17,
IC0712,G,11:34:49.31,+49:04:39.7,UMa,14.39,
IC0713,*,11:34:44.22,+16:50:48.8,Leo,,
IC0714,Dup,11:36:30.19,-09:50:48.1,Crt,,
IC0715,GPair,11:36:54.63,-08:22:38.6,Crt,,
IC0715NW,G,11:36:54.21,-08:22:32.9,Crt,15.03,
IC0715SE,G,11:36:54.94,-08:22:43.4,Crt,,
IC0716,G,11:39:03.33,-00:12:21.6,Vir,14.81,
IC0717,Dup,11:38:51.05,-10:35:01.5,Crt,,
IC0718,G,11:39:52.77,+08:52:28.3,Vir,14.56,
IC0719,G,11:40:18.51,+09:00:35.6,Vir,13.76,
IC0720,GPair,11:42:22.30,+08:46:04.0,Vir,,
IC0720 NED01,G,11:42:22.30,+08:45:55.7,Vir,14.95,
IC0720 NED02,G,11:42:22.34,+08:46:11.5,Vir,14.82,
IC0721,G,11:42:28.88,-08:20:25.2,Crt,15.22,
IC0722,G,11:42:43.76,+08:58:27.2,Vir,14.82,
IC0723,G,11:42:57.60,-08:19:57.0,Crt,14.62,
IC0724,G,11:43:34.67,+08:56:32.9,Vir,13.65,
IC0725,G,11:43:29.34,-01:40:04.7,Vir,14.94,
IC0726,G,11:43:45.30,+33:23:31.0,UMa,15.91,
IC0727,G,11:44:28.60,+10:47:01.7,Leo,14.89,
IC0728,G,11:44:50.47,-01:36:04.8,Vir,14.46,
IC0729,G,11:45:18.32,+33:20:08.9,UMa,15.27,
IC0730,Dup,11:45:35.25,+03:13:54.6,Vir,,
IC0731,G,11:45:18.08,+49:34:13.5,UMa,15.78,
IC0732,GPair,11:45:59.60,+20:26:34.0,Leo,,
IC0732N,G,11:45:59.43,+20:26:49.3,Leo,16.13,
IC0732S,G,11:45:59.87,+20:26:20.1,Leo,15.39,
IC0733,G,11:45:58.56,-08:09:21.0,Crt,16.10,
IC0734,GPair,11:46:03.80,-08:16:04.0,Crt,,
IC0734 NED01,G,11:46:03.75,-08:16:15.7,Crt,15.75,
IC0734 NED02,G,11:46:03.88,-08:15:53.9,Crt,15.65,
IC0735,G,11:48:12.80,+13:12:33.8,Leo,14.93,
IC0736,G,11:48:20.12,+12:42:59.7,Leo,15.57,
IC0737,G,11:48:27.52,+12:43:38.6,Leo,14.81,
IC0738,G,11:48:54.87,-04:40:55.0,Vir,14.88,
IC0739,G,11:51:31.29,+23:51:46.3,Leo,14.93,
IC0740,Dup,11:50:38.94,+55:21:13.9,UMa,,
IC0741,G,11:50:31.77,-04:50:09.2,Vir,14.98,
IC0742,G,11:51:02.25,+20:47:59.0,Leo,14.80,
IC0743,G,11:53:22.26,-13:15:53.5,Crt,15.18,
IC0744,G,11:54:04.75,+23:11:32.0,Leo,15.91,
IC0745,G,11:54:12.27,+00:08:11.9,Vir,14.04,
IC0746,G,11:55:35.13,+25:53:22.0,Leo,14.51,
IC0747,G,11:57:04.90,-08:17:32.4,Vir,15.35,
IC0748,G,11:57:26.71,+07:27:39.4,Vir,15.09,
IC0749,G,11:58:34.05,+42:44:02.5,UMa,12.84,
IC0750,G,11:58:52.20,+42:43:20.9,UMa,12.82,
IC0751,G,11:58:52.60,+42:34:13.2,UMa,14.95,
IC0752,G,11:59:15.00,+42:34:00.6,UMa,15.34,
IC0753,G,11:59:12.88,-00:31:25.8,Vir,14.45,
IC0754,G,11:59:23.55,-01:39:16.3,Vir,14.27,
IC0755,Dup,12:01:10.42,+14:06:15.5,Com,,
IC0756,G,12:02:57.81,+04:50:45.1,Vir,14.52,
IC0757,Dup,12:04:00.78,+52:35:17.8,UMa,,
IC0758,G,12:04:11.88,+62:30:19.3,UMa,14.25,
IC0759,Other,12:05:09.33,+20:15:36.0,Com,,
IC0760,G,12:05:53.51,-29:17:31.5,Hya,13.51,
IC0761,G,12:05:53.70,-12:40:24.0,Crv,15.44,
IC0762,G,12:08:11.96,+25:45:25.7,Com,14.80,
IC0763,G,12:08:15.31,+25:48:41.4,Com,15.43,
IC0764,G,12:10:14.19,-29:44:12.5,Hya,12.95,
IC0765,Other,12:10:30.97,+16:08:06.7,Com,,
IC0766,G,12:10:53.60,-12:39:18.9,Crv,14.88,
IC0767,G,12:11:02.73,+12:06:14.4,Vir,14.43,
IC0768,G,12:11:47.62,+12:08:37.4,Vir,14.46,
IC0769,G,12:12:32.33,+12:07:25.7,Vir,13.39,
IC0770,G,12:13:02.33,-04:33:12.1,Vir,16.01,
IC0771,G,12:15:13.24,+13:11:04.3,Vir,14.69,
IC0772,G,12:15:15.89,+23:57:29.4,Com,15.38,
IC0773,G,12:18:08.09,+06:08:22.4,Vir,14.49,
IC0774,G,12:18:51.26,-06:45:59.6,Vir,15.73,
IC0775,G,12:18:53.67,+12:54:45.6,Vir,14.24,
IC0776,G,12:19:02.90,+08:51:22.0,Vir,14.35,
IC0777,G,12:19:23.76,+28:18:35.8,Com,14.49,
IC0778,Dup,12:14:22.05,+56:00:41.2,UMa,,
IC0779,G,12:19:38.73,+29:52:59.5,Com,14.96,
IC0780,G,12:19:58.38,+25:46:18.1,Com,14.36,
IC0781,G,12:20:03.30,+14:57:41.5,Com,14.17,
IC0782,G,12:21:36.97,+05:45:56.7,Vir,14.31,
IC0783,G,12:21:38.79,+15:44:42.4,Com,14.09,
IC0784,G,12:22:30.05,-04:39:09.7,Vir,14.12,
IC0785,G,12:23:02.08,-13:13:25.1,Crv,15.32,
IC0786,G,12:23:10.95,-13:12:16.8,Crv,15.00,
IC0787,G,12:25:25.12,+16:07:27.1,Com,14.89,
IC0788,Dup,12:26:07.15,+16:10:51.6,Com,,
IC0789,G,12:26:20.52,+07:27:36.6,Vir,14.78,
IC0790,Dup,12:26:35.50,+09:02:07.7,Vir,,
IC0791,G,12:26:59.48,+22:38:22.5,Com,14.39,
IC0792,G,12:27:08.77,+16:19:31.4,Com,14.76,
IC0793,Dup,12:28:15.93,+09:26:10.3,Vir,,
IC0794,G,12:28:08.61,+12:05:35.9,Vir,14.31,
IC0795,G,12:28:31.34,+23:18:17.8,Com,15.15,
IC0796,G,12:29:26.35,+16:24:17.2,Com,13.79,
IC0797,G,12:31:54.76,+15:07:26.2,Com,13.56,
IC0798,G,12:32:33.41,+15:24:55.4,Com,15.02,
IC0799,Dup,12:33:49.90,-07:22:32.0,Vir,,
IC0800,G,12:33:56.66,+15:21:17.4,Com,13.74,
IC0801,G,12:33:44.95,+52:15:17.3,CVn,14.74,
IC0802,*,12:35:57.63,+74:18:04.8,Dra,,
IC0803,GGroup,12:39:37.01,+16:35:16.9,Com,,
IC0803 NED01,G,12:39:35.86,+16:35:16.2,Com,16.35,
IC0803 NED02,G,12:39:37.51,+16:35:18.7,Com,15.32,
IC0804,G,12:41:15.97,-05:00:32.8,Vir,14.53,
IC0805,Dup,12:41:25.45,+13:43:46.3,Com,,
IC0806,G,12:42:08.43,-17:20:57.7,Crv,15.47,
IC0807,G,12:42:12.49,-17:24:12.8,Crv,14.61,
IC0808,Other,12:41:54.55,+19:55:55.6,Com,,
IC0809,G,12:42:08.66,+11:45:15.4,Vir,14.46,
IC0810,G,12:42:09.08,+12:35:48.5,Vir,14.26,
IC0811,Dup,12:44:47.05,-10:11:52.2,Vir,,
IC0812,G,12:44:50.86,-04:26:04.6,Vir,14.85,
IC0813,G,12:45:11.84,+23:02:10.1,Com,14.26,
IC0814,G,12:45:34.14,-08:05:31.9,Vir,15.84,
IC0815,G,12:46:22.67,+11:52:35.8,Vir,15.43,
